['0', '0.03137254901960784', '3.0']
['18', '0.0392156862745098', '5.0']
['19', '0.027450980392156862', '1365.0']
['19', '0.03137254901960784', '1327.0']
['19', '0.03529411764705882', '1023.0']
['19', '0.0392156862745098', '1023.0']
['19', '0.043137254901960784', '1023.0']
['19', '0.047058823529411764', '1023.0']
['19', '0.050980392156862744', '1023.0']
['19', '0.054901960784313725', '1023.0']
['19', '0.058823529411764705', '511.0']
['19', '0.06274509803921569', '511.0']
['20', '0.0196078431372549', '1819.0']
['20', '0.023529411764705882', '1925.0']
['20', '0.027450980392156862', '1329.0']
['20', '0.03137254901960784', '1641.0']
['20', '0.03529411764705882', '1023.0']
['20', '0.0392156862745098', '1023.0']
['20', '0.043137254901960784', '1023.0']
['20', '0.047058823529411764', '1023.0']
['20', '0.050980392156862744', '511.0']
['20', '0.054901960784313725', '1023.0']
['20', '0.058823529411764705', '29.0']
['21', '0.027450980392156862', '11.0']
['21', '0.03137254901960784', '1199.0']
['21', '0.03529411764705882', '1253.0']
['21', '0.0392156862745098', '1169.0']
['21', '0.043137254901960784', '1023.0']
['21', '0.047058823529411764', '1023.0']
['21', '0.050980392156862744', '1023.0']
['21', '0.054901960784313725', '1023.0']
['21', '0.058823529411764705', '511.0']
['21', '0.06274509803921569', '511.0']
['22', '0.043137254901960784', '1383.0']
['22', '0.047058823529411764', '1165.0']
['22', '0.050980392156862744', '1023.0']
['22', '0.054901960784313725', '1023.0']
['22', '0.058823529411764705', '1023.0']
['22', '0.06274509803921569', '1023.0']
['23', '0.03529411764705882', '1675.0']
['23', '0.0392156862745098', '1473.0']
['23', '0.043137254901960784', '1381.0']
['23', '0.047058823529411764', '917.0']
['23', '0.050980392156862744', '1023.0']
['23', '0.054901960784313725', '1023.0']
['23', '0.058823529411764705', '1023.0']
['23', '0.06274509803921569', '1023.0']
['24', '0.023529411764705882', '1533.0']
['24', '0.027450980392156862', '1003.0']
['24', '0.03137254901960784', '1023.0']
['24', '0.03529411764705882', '1023.0']
['24', '0.0392156862745098', '511.0']
['24', '0.043137254901960784', '511.0']
['24', '0.047058823529411764', '511.0']
['24', '0.050980392156862744', '511.0']
['24', '0.054901960784313725', '511.0']
['24', '0.058823529411764705', '511.0']
['24', '0.06274509803921569', '511.0']
['25', '0.050980392156862744', '13.0']
['25', '0.054901960784313725', '329.0']
['25', '0.058823529411764705', '1381.0']
['25', '0.06274509803921569', '1475.0']
['26', '0.023529411764705882', '111.0']
['26', '0.027450980392156862', '1071.0']
['26', '0.03137254901960784', '1023.0']
['26', '0.03529411764705882', '1023.0']
['26', '0.0392156862745098', '1023.0']
['26', '0.043137254901960784', '1023.0']
['26', '0.047058823529411764', '511.0']
['26', '0.050980392156862744', '1023.0']
['26', '0.054901960784313725', '511.0']
['26', '0.058823529411764705', '5.0']
['27', '0.0392156862745098', '1451.0']
['27', '0.043137254901960784', '1677.0']
['27', '0.047058823529411764', '1691.0']
['27', '0.050980392156862744', '1023.0']
['27', '0.054901960784313725', '1023.0']
['27', '0.058823529411764705', '1023.0']
['27', '0.06274509803921569', '1023.0']
['28', '0.03529411764705882', '91.0']
['28', '0.0392156862745098', '1999.0']
['28', '0.043137254901960784', '1591.0']
['28', '0.047058823529411764', '1503.0']
['28', '0.050980392156862744', '987.0']
['28', '0.054901960784313725', '1015.0']
['28', '0.058823529411764705', '1023.0']
['28', '0.06274509803921569', '1023.0']
['29', '0.0196078431372549', '195.0']
['29', '0.023529411764705882', '1331.0']
['29', '0.027450980392156862', '1583.0']
['29', '0.03137254901960784', '1023.0']
['29', '0.03529411764705882', '1023.0']
['29', '0.0392156862745098', '1023.0']
['29', '0.043137254901960784', '1023.0']
['29', '0.047058823529411764', '1023.0']
['30', '0.0392156862745098', '1839.0']
['30', '0.043137254901960784', '1663.0']
['30', '0.047058823529411764', '2089.0']
['30', '0.050980392156862744', '1181.0']
['30', '0.054901960784313725', '1023.0']
['30', '0.058823529411764705', '1023.0']
['30', '0.06274509803921569', '1023.0']
['31', '0.0196078431372549', '1351.0']
['31', '0.023529411764705882', '829.0']
['31', '0.027450980392156862', '1023.0']
['31', '0.03137254901960784', '1023.0']
['31', '0.03529411764705882', '511.0']
['31', '0.0392156862745098', '511.0']
['31', '0.043137254901960784', '511.0']
['32', '0.03529411764705882', '1813.0']
['32', '0.0392156862745098', '1675.0']
['32', '0.043137254901960784', '1603.0']
['32', '0.047058823529411764', '1321.0']
['32', '0.050980392156862744', '1023.0']
['32', '0.054901960784313725', '1023.0']
['32', '0.058823529411764705', '1023.0']
['32', '0.06274509803921569', '1023.0']
['33', '0.023529411764705882', '5.0']
['33', '0.027450980392156862', '2279.0']
['33', '0.03137254901960784', '1905.0']
['33', '0.03529411764705882', '1285.0']
['33', '0.0392156862745098', '1249.0']
['33', '0.043137254901960784', '817.0']
['33', '0.047058823529411764', '1023.0']
['33', '0.050980392156862744', '1023.0']
['33', '0.054901960784313725', '1023.0']
['33', '0.058823529411764705', '1023.0']
['33', '0.06274509803921569', '1023.0']
['34', '0.03137254901960784', '65.0']
['34', '0.03529411764705882', '1873.0']
['34', '0.0392156862745098', '1559.0']
['34', '0.043137254901960784', '1147.0']
['34', '0.047058823529411764', '999.0']
['34', '0.050980392156862744', '1023.0']
['34', '0.054901960784313725', '1023.0']
['34', '0.058823529411764705', '29.0']
['35', '0.0392156862745098', '1443.0']
['35', '0.043137254901960784', '1499.0']
['35', '0.047058823529411764', '913.0']
['35', '0.050980392156862744', '1023.0']
['35', '0.054901960784313725', '1023.0']
['35', '0.058823529411764705', '1023.0']
['35', '0.06274509803921569', '1023.0']
['36', '0.027450980392156862', '1809.0']
['36', '0.03137254901960784', '1895.0']
['36', '0.03529411764705882', '1681.0']
['36', '0.0392156862745098', '1815.0']
['36', '0.043137254901960784', '1023.0']
['36', '0.047058823529411764', '1023.0']
['36', '0.050980392156862744', '1023.0']
['36', '0.054901960784313725', '1023.0']
['36', '0.058823529411764705', '1023.0']
['36', '0.06274509803921569', '125.0']
['37', '0.023529411764705882', '1439.0']
['37', '0.027450980392156862', '1245.0']
['37', '0.03137254901960784', '1023.0']
['37', '0.03529411764705882', '1023.0']
['37', '0.0392156862745098', '1023.0']
['37', '0.043137254901960784', '1023.0']
['37', '0.047058823529411764', '511.0']
['37', '0.050980392156862744', '13.0']
['38', '0.01568627450980392', '31.0']
['38', '0.0196078431372549', '1513.0']
['38', '0.023529411764705882', '1513.0']
['38', '0.027450980392156862', '1119.0']
['38', '0.03137254901960784', '1023.0']
['38', '0.03529411764705882', '1023.0']
['38', '0.0392156862745098', '1023.0']
['38', '0.043137254901960784', '511.0']
['38', '0.047058823529411764', '1023.0']
['38', '0.050980392156862744', '511.0']
['38', '0.054901960784313725', '511.0']
['38', '0.058823529411764705', '511.0']
['38', '0.06274509803921569', '511.0']
['39', '0.023529411764705882', '3.0']
['39', '0.027450980392156862', '1359.0']
['39', '0.03137254901960784', '803.0']
['39', '0.03529411764705882', '807.0']
['39', '0.0392156862745098', '1023.0']
['39', '0.043137254901960784', '1023.0']
['39', '0.047058823529411764', '1023.0']
['39', '0.050980392156862744', '1023.0']
['39', '0.054901960784313725', '1023.0']
['39', '0.058823529411764705', '511.0']
['39', '0.06274509803921569', '511.0']
['40', '0.0196078431372549', '1213.0']
['40', '0.023529411764705882', '823.0']
['40', '0.027450980392156862', '1023.0']
['40', '0.03137254901960784', '511.0']
['40', '0.03529411764705882', '125.0']
['41', '0.023529411764705882', '1561.0']
['41', '0.027450980392156862', '1307.0']
['41', '0.03137254901960784', '1023.0']
['41', '0.03529411764705882', '1023.0']
['41', '0.0392156862745098', '1023.0']
['41', '0.043137254901960784', '1023.0']
['41', '0.047058823529411764', '1023.0']
['41', '0.050980392156862744', '511.0']
['42', '0.03137254901960784', '5.0']
['42', '0.03529411764705882', '1725.0']
['42', '0.0392156862745098', '1497.0']
['42', '0.043137254901960784', '1727.0']
['42', '0.047058823529411764', '1023.0']
['42', '0.050980392156862744', '1023.0']
['42', '0.054901960784313725', '1023.0']
['42', '0.058823529411764705', '1023.0']
['42', '0.06274509803921569', '1023.0']
['43', '0.011764705882352941', '2397.0']
['43', '0.0196078431372549', '11.0']
['43', '0.023529411764705882', '23.0']
['43', '0.027450980392156862', '1483.0']
['43', '0.03137254901960784', '1023.0']
['43', '0.03529411764705882', '61.0']
['44', '0.03137254901960784', '1549.0']
['44', '0.03529411764705882', '1663.0']
['44', '0.0392156862745098', '967.0']
['44', '0.043137254901960784', '1023.0']
['44', '0.047058823529411764', '1023.0']
['44', '0.050980392156862744', '1023.0']
['44', '0.054901960784313725', '1023.0']
['44', '0.058823529411764705', '1023.0']
['44', '0.06274509803921569', '5.0']
['45', '0.023529411764705882', '133.0']
['45', '0.027450980392156862', '1331.0']
['45', '0.03137254901960784', '1043.0']
['45', '0.03529411764705882', '1023.0']
['45', '0.0392156862745098', '1023.0']
['45', '0.043137254901960784', '1023.0']
['45', '0.047058823529411764', '1023.0']
['45', '0.050980392156862744', '1023.0']
['45', '0.054901960784313725', '1023.0']
['45', '0.058823529411764705', '1023.0']
['45', '0.06274509803921569', '5.0']
['46', '0.0196078431372549', '1477.0']
['46', '0.023529411764705882', '1237.0']
['46', '0.027450980392156862', '1567.0']
['46', '0.03137254901960784', '1023.0']
['46', '0.03529411764705882', '1023.0']
['46', '0.0392156862745098', '1023.0']
['46', '0.043137254901960784', '1023.0']
['47', '0.027450980392156862', '1591.0']
['47', '0.03137254901960784', '979.0']
['47', '0.03529411764705882', '1023.0']
['47', '0.0392156862745098', '1023.0']
['47', '0.043137254901960784', '1023.0']
['47', '0.047058823529411764', '1023.0']
['47', '0.050980392156862744', '511.0']
['47', '0.054901960784313725', '511.0']
['47', '0.058823529411764705', '511.0']
['47', '0.06274509803921569', '511.0']
['48', '0.043137254901960784', '7.0']
['48', '0.047058823529411764', '1709.0']
['48', '0.050980392156862744', '1887.0']
['48', '0.054901960784313725', '1075.0']
['48', '0.058823529411764705', '979.0']
['48', '0.06274509803921569', '1023.0']
['49', '0.03137254901960784', '1643.0']
['49', '0.03529411764705882', '1481.0']
['49', '0.0392156862745098', '1023.0']
['49', '0.043137254901960784', '1023.0']
['49', '0.047058823529411764', '1023.0']
['49', '0.050980392156862744', '1023.0']
['49', '0.054901960784313725', '1023.0']
['49', '0.058823529411764705', '1023.0']
['49', '0.06274509803921569', '1023.0']
['50', '0.027450980392156862', '643.0']
['50', '0.03137254901960784', '1041.0']
['50', '0.03529411764705882', '1163.0']
['50', '0.0392156862745098', '1023.0']
['50', '0.043137254901960784', '1023.0']
['50', '0.047058823529411764', '511.0']
['50', '0.050980392156862744', '1023.0']
['50', '0.054901960784313725', '511.0']
['50', '0.058823529411764705', '511.0']
['50', '0.06274509803921569', '511.0']
['51', '0.043137254901960784', '1377.0']
['51', '0.047058823529411764', '1601.0']
['51', '0.050980392156862744', '1955.0']
['51', '0.054901960784313725', '1055.0']
['51', '0.058823529411764705', '1023.0']
['51', '0.06274509803921569', '1023.0']
['52', '0.03529411764705882', '1487.0']
['52', '0.0392156862745098', '1385.0']
['52', '0.043137254901960784', '1023.0']
['52', '0.047058823529411764', '1023.0']
['52', '0.050980392156862744', '1023.0']
['52', '0.054901960784313725', '1023.0']
['52', '0.058823529411764705', '1023.0']
['52', '0.06274509803921569', '1023.0']
['53', '0.027450980392156862', '1385.0']
['53', '0.03137254901960784', '1411.0']
['53', '0.03529411764705882', '1023.0']
['53', '0.0392156862745098', '1023.0']
['53', '0.043137254901960784', '1023.0']
['53', '0.047058823529411764', '1023.0']
['53', '0.050980392156862744', '1023.0']
['53', '0.054901960784313725', '511.0']
['53', '0.058823529411764705', '511.0']
['53', '0.06274509803921569', '511.0']
['54', '0.047058823529411764', '5.0']
['54', '0.050980392156862744', '1387.0']
['54', '0.054901960784313725', '1469.0']
['54', '0.058823529411764705', '1285.0']
['54', '0.06274509803921569', '993.0']
['55', '0.027450980392156862', '3.0']
['55', '0.03137254901960784', '1603.0']
['55', '0.03529411764705882', '1381.0']
['55', '0.0392156862745098', '1287.0']
['55', '0.043137254901960784', '1023.0']
['55', '0.047058823529411764', '1023.0']
['55', '0.050980392156862744', '1023.0']
['55', '0.054901960784313725', '1023.0']
['55', '0.058823529411764705', '1023.0']
['55', '0.06274509803921569', '1023.0']
['56', '0.0392156862745098', '1629.0']
['56', '0.043137254901960784', '1453.0']
['56', '0.047058823529411764', '1023.0']
['56', '0.050980392156862744', '1023.0']
['56', '0.054901960784313725', '1023.0']
['56', '0.058823529411764705', '1023.0']
['56', '0.06274509803921569', '1023.0']
['57', '0.023529411764705882', '1483.0']
['57', '0.027450980392156862', '957.0']
['57', '0.03137254901960784', '1023.0']
['57', '0.03529411764705882', '1023.0']
['57', '0.0392156862745098', '511.0']
['57', '0.043137254901960784', '511.0']
['57', '0.047058823529411764', '511.0']
['57', '0.050980392156862744', '511.0']
['57', '0.054901960784313725', '511.0']
['57', '0.058823529411764705', '511.0']
['57', '0.06274509803921569', '511.0']
['58', '0.027450980392156862', '1633.0']
['58', '0.03137254901960784', '1703.0']
['58', '0.03529411764705882', '1451.0']
['58', '0.0392156862745098', '1879.0']
['58', '0.043137254901960784', '1023.0']
['58', '0.047058823529411764', '1023.0']
['58', '0.050980392156862744', '1023.0']
['58', '0.054901960784313725', '1023.0']
['58', '0.058823529411764705', '1023.0']
['58', '0.06274509803921569', '1023.0']
['59', '0.0196078431372549', '63.0']
['59', '0.023529411764705882', '1671.0']
['59', '0.027450980392156862', '1143.0']
['59', '0.03137254901960784', '1023.0']
['59', '0.03529411764705882', '1023.0']
['59', '0.0392156862745098', '1023.0']
['59', '0.043137254901960784', '1023.0']
['59', '0.047058823529411764', '511.0']
['59', '0.050980392156862744', '511.0']
['59', '0.054901960784313725', '511.0']
['59', '0.058823529411764705', '5.0']
['60', '0.043137254901960784', '2073.0']
['60', '0.047058823529411764', '1385.0']
['60', '0.050980392156862744', '1249.0']
['60', '0.054901960784313725', '1019.0']
['60', '0.058823529411764705', '1023.0']
['60', '0.06274509803921569', '1023.0']
['61', '0.023529411764705882', '21.0']
['61', '0.027450980392156862', '1525.0']
['61', '0.03137254901960784', '1597.0']
['61', '0.03529411764705882', '1023.0']
['61', '0.0392156862745098', '1023.0']
['61', '0.043137254901960784', '1023.0']
['61', '0.047058823529411764', '1023.0']
['61', '0.050980392156862744', '1023.0']
['61', '0.054901960784313725', '1023.0']
['61', '0.058823529411764705', '1023.0']
['61', '0.06274509803921569', '1023.0']
['62', '0.00784313725490196', '1973.0']
['62', '0.011764705882352941', '5.0']
['62', '0.01568627450980392', '1763.0']
['62', '0.0196078431372549', '1841.0']
['62', '0.023529411764705882', '1023.0']
['62', '0.027450980392156862', '61.0']
['63', '0.027450980392156862', '1847.0']
['63', '0.03137254901960784', '2105.0']
['63', '0.03529411764705882', '1579.0']
['63', '0.0392156862745098', '1023.0']
['63', '0.043137254901960784', '1023.0']
['63', '0.047058823529411764', '1023.0']
['63', '0.050980392156862744', '1023.0']
['63', '0.054901960784313725', '1023.0']
['63', '0.058823529411764705', '1023.0']
['63', '0.06274509803921569', '1023.0']
['64', '0.03137254901960784', '1849.0']
['64', '0.03529411764705882', '1779.0']
['64', '0.0392156862745098', '1545.0']
['64', '0.043137254901960784', '1087.0']
['64', '0.047058823529411764', '1023.0']
['64', '0.050980392156862744', '1023.0']
['64', '0.054901960784313725', '1023.0']
['64', '0.058823529411764705', '1023.0']
['64', '0.06274509803921569', '1023.0']
['65', '0.01568627450980392', '255.0']
['65', '0.0196078431372549', '73.0']
['65', '0.023529411764705882', '1023.0']
['65', '0.027450980392156862', '1023.0']
['65', '0.03137254901960784', '1023.0']
['65', '0.03529411764705882', '1023.0']
['65', '0.0392156862745098', '1023.0']
['65', '0.043137254901960784', '125.0']
['66', '0.03137254901960784', '45.0']
['66', '0.03529411764705882', '1891.0']
['66', '0.0392156862745098', '1161.0']
['66', '0.043137254901960784', '1023.0']
['66', '0.047058823529411764', '1023.0']
['66', '0.050980392156862744', '1023.0']
['66', '0.054901960784313725', '1023.0']
['66', '0.058823529411764705', '1023.0']
['66', '0.06274509803921569', '1023.0']
['67', '0.03137254901960784', '459.0']
['67', '0.03529411764705882', '1489.0']
['67', '0.0392156862745098', '999.0']
['67', '0.043137254901960784', '1023.0']
['67', '0.047058823529411764', '1023.0']
['67', '0.050980392156862744', '1023.0']
['67', '0.054901960784313725', '1023.0']
['67', '0.058823529411764705', '1023.0']
['67', '0.06274509803921569', '1023.0']
['68', '0.050980392156862744', '1805.0']
['68', '0.054901960784313725', '1591.0']
['68', '0.058823529411764705', '1797.0']
['68', '0.06274509803921569', '1951.0']
['69', '0.03529411764705882', '69.0']
['69', '0.0392156862745098', '1625.0']
['69', '0.043137254901960784', '1605.0']
['69', '0.047058823529411764', '1627.0']
['69', '0.050980392156862744', '1475.0']
['69', '0.054901960784313725', '1509.0']
['69', '0.058823529411764705', '951.0']
['69', '0.06274509803921569', '1023.0']
['70', '0.0392156862745098', '3.0']
['70', '0.043137254901960784', '1433.0']
['70', '0.047058823529411764', '1445.0']
['70', '0.050980392156862744', '1011.0']
['70', '0.054901960784313725', '1023.0']
['70', '0.058823529411764705', '1023.0']
['70', '0.06274509803921569', '1023.0']
['71', '0.058823529411764705', '1489.0']
['71', '0.06274509803921569', '1391.0']
['72', '0.0392156862745098', '1591.0']
['72', '0.043137254901960784', '1815.0']
['72', '0.047058823529411764', '1305.0']
['72', '0.050980392156862744', '1023.0']
['72', '0.054901960784313725', '1023.0']
['72', '0.058823529411764705', '1023.0']
['72', '0.06274509803921569', '1023.0']
['73', '0.01568627450980392', '1875.0']
['73', '0.0196078431372549', '1787.0']
['73', '0.023529411764705882', '2009.0']
['73', '0.027450980392156862', '1405.0']
['73', '0.03137254901960784', '429.0']
['73', '0.03529411764705882', '239.0']
['73', '0.0392156862745098', '255.0']
['73', '0.043137254901960784', '255.0']
['73', '0.047058823529411764', '255.0']
['73', '0.050980392156862744', '61.0']
['74', '0.023529411764705882', '21.0']
['74', '0.027450980392156862', '283.0']
['74', '0.03137254901960784', '205.0']
['74', '0.03529411764705882', '255.0']
['74', '0.0392156862745098', '255.0']
['74', '0.043137254901960784', '255.0']
['74', '0.047058823529411764', '255.0']
['74', '0.050980392156862744', '13.0']
['75', '0.03529411764705882', '437.0']
['75', '0.0392156862745098', '369.0']
['75', '0.043137254901960784', '511.0']
['75', '0.047058823529411764', '255.0']
['75', '0.050980392156862744', '255.0']
['75', '0.054901960784313725', '255.0']
['75', '0.058823529411764705', '255.0']
['75', '0.06274509803921569', '255.0']
['76', '0.03529411764705882', '473.0']
['76', '0.0392156862745098', '583.0']
['76', '0.043137254901960784', '563.0']
['76', '0.047058823529411764', '511.0']
['76', '0.050980392156862744', '511.0']
['76', '0.054901960784313725', '511.0']
['76', '0.058823529411764705', '255.0']
['76', '0.06274509803921569', '255.0']
['77', '0.027450980392156862', '555.0']
['77', '0.03137254901960784', '443.0']
['77', '0.03529411764705882', '465.0']
['77', '0.0392156862745098', '511.0']
['77', '0.043137254901960784', '511.0']
['77', '0.047058823529411764', '255.0']
['77', '0.050980392156862744', '255.0']
['77', '0.054901960784313725', '255.0']
['77', '0.058823529411764705', '255.0']
['77', '0.06274509803921569', '255.0']
['78', '0.023529411764705882', '515.0']
['78', '0.027450980392156862', '437.0']
['78', '0.03137254901960784', '511.0']
['78', '0.03529411764705882', '511.0']
['78', '0.0392156862745098', '255.0']
['78', '0.043137254901960784', '29.0']
['78', '0.054901960784313725', '5.0']
['78', '0.058823529411764705', '5.0']
['79', '0.03529411764705882', '17.0']
['79', '0.0392156862745098', '661.0']
['79', '0.043137254901960784', '547.0']
['79', '0.047058823529411764', '857.0']
['79', '0.050980392156862744', '511.0']
['79', '0.054901960784313725', '511.0']
['79', '0.058823529411764705', '511.0']
['79', '0.06274509803921569', '511.0']
['80', '0.023529411764705882', '609.0']
['80', '0.027450980392156862', '639.0']
['80', '0.03137254901960784', '693.0']
['80', '0.03529411764705882', '493.0']
['80', '0.0392156862745098', '511.0']
['80', '0.043137254901960784', '511.0']
['80', '0.047058823529411764', '511.0']
['80', '0.050980392156862744', '511.0']
['80', '0.054901960784313725', '511.0']
['80', '0.058823529411764705', '511.0']
['80', '0.06274509803921569', '511.0']
['81', '0.03137254901960784', '409.0']
['81', '0.03529411764705882', '379.0']
['81', '0.0392156862745098', '511.0']
['81', '0.043137254901960784', '511.0']
['81', '0.047058823529411764', '255.0']
['81', '0.050980392156862744', '511.0']
['81', '0.054901960784313725', '255.0']
['81', '0.058823529411764705', '255.0']
['81', '0.06274509803921569', '255.0']
['82', '0.050980392156862744', '555.0']
['82', '0.054901960784313725', '637.0']
['82', '0.058823529411764705', '665.0']
['82', '0.06274509803921569', '511.0']
['83', '0.03137254901960784', '743.0']
['83', '0.03529411764705882', '789.0']
['83', '0.0392156862745098', '511.0']
['83', '0.043137254901960784', '511.0']
['83', '0.047058823529411764', '511.0']
['83', '0.050980392156862744', '511.0']
['83', '0.054901960784313725', '511.0']
['83', '0.058823529411764705', '511.0']
['83', '0.06274509803921569', '255.0']
['84', '0.027450980392156862', '7.0']
['84', '0.03137254901960784', '737.0']
['84', '0.03529411764705882', '927.0']
['84', '0.0392156862745098', '511.0']
['84', '0.043137254901960784', '511.0']
['84', '0.047058823529411764', '511.0']
['84', '0.050980392156862744', '511.0']
['84', '0.054901960784313725', '511.0']
